id_theme;sous_matiere_app;theme;nb_questions_associees;sessions;types_questions;score_priorite_provisoire;niveau_priorite;resume;points_cles;pieges;statut
THEME_VIRO_HEPATITES_2024_S2;Virologie;Hépatites virales A C E B;3;S2;"DL;QCM";96;Ultra prioritaire;Questions sur VHC, VHA et hépatites chroniques VHB/VHC/VHE.;"VHC; chronicité; carcinome hépatocellulaire; VHA; transmission oro-fécale; IgM anti-VHA; VHB chronique; VHE chronique immunodéprimé";"Confondre VHC avec porc/VHE; attribuer chronicité au VHA; oublier VHE chronique possible en contexte immunodéprimé";Non vu
THEME_VIRO_INFECTIONS_GENERALES_2024_S2;Virologie;Généralités infections virales;2;S2;"DL;QCM";84;Haute;Questions transversales sur incubation, latence, terrain, grossesse et transmission par tiques.;"Incubation; latence virale; terrain; grossesse; tiques; immunodépression";"Dire infection chronique toujours asymptomatique; dire infections toujours aiguës ou toujours éliminées";Non vu
THEME_VIRO_ARBOVIRUS_FIEVRES_HEMORRAGIQUES_2024_S2;Virologie;Arbovirus et fièvres hémorragiques virales;2;S2;"DL;QCM";88;Très haute;Questions sur arbovirus et fièvres hémorragiques virales.;"Arbovirus; tiques; moustiques; atteintes articulaires; fièvre jaune; Zika; microcéphalie; fièvre hémorragique; réservoir animal; isolement hôpital spécialisé";"Dire virémie absente; sous-estimer transmission nosocomiale; oublier prise en charge spécialisée";Non vu
THEME_VIRO_BIOCIDES_2024_S2;Virologie;Biocides;1;S2;"DL;QCM";82;Haute;Question sur biocides comme antiseptiques/désinfectants et activité sur virus enveloppés.;"Biocides; virus enveloppés; action chimique; action biologique; désinfectants; antiseptiques";Dire usage interne;Non vu
THEME_VIRO_HERPESVIRIDAE_EBV_2024_S2;Virologie;Herpesviridae et mononucléose infectieuse;2;S2;"DL;QCM;QRU";94;Ultra prioritaire;Questions sur la famille Herpesviridae et la confirmation de la MNI.;"CMV; EBV; HHV-6; VZV; Herpesviridae; mononucléose infectieuse; anti-VCA; anti-EBNA";"Confondre Henipavirus avec Herpesviridae; utiliser PCR salive/aspiration nasopharyngée pour MNI";Non vu
THEME_VIRO_ROTAVIRUS_2024_S2;Virologie;Rotavirus;1;S2;"DL;QCM";82;Haute;Question sur rotavirus : infections nosocomiales et vaccin.;"Rotavirus; gastro-entérite; infection nosocomiale; vaccin";"Décrire diarrhée glairo-sanglante; dire adultes principalement touchés";Non vu
THEME_VIRO_ENTEROVIRUS_2024_S2;Virologie;Méningite à entérovirus;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur méningite à entérovirus : fréquence et évolution favorable chez l’immunocompétent.;"Entérovirus; méningite aiguë; première cause; évolution favorable immunocompétent";"Répondre RT-PCR salive; dire transmission materno-fœtale majoritaire";Non vu
THEME_BACT_MICROBIOTE_VAGINAL_2024_S2;Bactériologie;Microbiote vaginal et vaginose;1;S2;"DL;QCM";90;Ultra prioritaire;Question sur microbiote vaginal, lactobacilles, protection contre bactéries exogènes et vaginose à Gardnerella.;"Lactobacilles; microbiote vaginal; Gardnerella vaginalis; vaginose; déséquilibre microbiote";"Dire microbiote vaginal plus complexe qu’intestinal; confondre Lactobacillus physiologique et vaginose";Non vu
THEME_BACT_ENDOCARDITE_PORTES_ENTREE_2024_S2;Bactériologie;Endocardite infectieuse et portes d’entrée;1;S2;"DL;QCM";88;Très haute;Question sur les portes d’entrée à rechercher selon l’agent d’endocardite.;"Endocardite; streptocoque oral; porte dentaire; Streptococcus gallolyticus; toxicomanie IV; staphylocoques; Enterococcus faecalis";"Attribuer une porte dentaire à tous les agents; oublier l’adaptation selon bactérie";Non vu
THEME_BACT_CAPSULE_2024_S2;Bactériologie;Capsule bactérienne;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur capsule bactérienne : virulence, polysaccharides, phagocytose et vaccins.;"Capsule; facteur de virulence; polysaccharide; phagocytose; vaccin; épitope";Confondre capsule et peptidoglycane;Non vu
THEME_BACT_ANTIBIOGRAMME_2024_S2;Bactériologie;Antibiogramme diffusion gélosée;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur diffusion en gélose, diamètres d’inhibition et valeurs critiques.;"Antibiogramme; diffusion gélose; diamètre inhibition; CMI critique; sensible; résistant; PK PD clinique";"Croire que plus la bactérie est résistante plus le diamètre est grand; confondre avec bactéricidie";Non vu
THEME_BACT_LISTERIA_GROSSESSE_2024_S2;Bactériologie;Listériose materno-fœtale;1;S2;"DL;QCM";94;Ultra prioritaire;Question sur Listeria monocytogenes pendant la grossesse.;"Listeria monocytogenes; fièvre nue grossesse; déclaration obligatoire; hémocultures; amoxicilline; bacille Gram positif";"Dire Gram négatif; confondre avec transmission ascendante";Non vu
THEME_BACT_IMPETIGO_CUTANE_2024_S2;Bactériologie;Impétigo et manifestations cutanées bactériennes;2;S2;"DL;QCM";90;Ultra prioritaire;Questions sur impétigo, streptocoque A, AINS, transmission et bactéries responsables de manifestations cutanées.;"Impétigo; Streptococcus pyogenes; Staphylococcus aureus; Treponema pallidum; Neisseria meningitidis; AINS; transmission interhumaine";"Attribuer impétigo à Enterococcus; oublier manifestations cutanées de méningocoque ou syphilis";Non vu
THEME_BACT_TUBERCULOSE_DIAG_HYGIENE_2024_S2;Bactériologie;Tuberculose diagnostic et hygiène;2;S2;"DL;QCM;QRU";90;Ultra prioritaire;Questions sur diagnostic de tuberculose pulmonaire et mesures d’hygiène autour d’un patient bacillifère.;"Tuberculose; BAAR; culture lente; PCR expectoration; examen microscopique; friction hydroalcoolique; précautions Air";"Dire culture sur mêmes milieux que pneumocoque; dire BAAR toujours tuberculeux; confondre masque patient/soignant";Non vu
THEME_BACT_GROSSESSE_SEROLOGIES_2024_S2;Transversal-Nosocomial;Grossesse sérologies obligatoires;1;S2;"DL;QCM";88;Très haute;Question sur les sérologies obligatoires au premier trimestre de grossesse selon la correction.;"Toxoplasmose; VHB; syphilis; premier trimestre grossesse; sérologies obligatoires";"Confondre obligatoire et recommandé pour VIH; ajouter VHC à tort";Non vu
THEME_BACT_GONOCOQUE_2024_S2;Bactériologie;Neisseria gonorrhoeae;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur gonocoque : Gram, asymptomatique femme, culture et ceftriaxone.;"Neisseria gonorrhoeae; diplocoque Gram négatif; femme asymptomatique; gélose sang cuit; ceftriaxone";"Confondre avec syphilis/chancre; oublier formes asymptomatiques";Non vu
THEME_BACT_PENICILLINASES_RESISTANCES_2024_S2;Bactériologie;Pénicillinases et résistances naturelles;2;S2;"DL;QCM";94;Ultra prioritaire;Questions sur bactéries productrices de pénicillinase et résistances naturelles.;"Moraxella catarrhalis; Haemophilus influenzae; Staphylococcus aureus; pénicillinase; mycoplasmes; Chlamydia; entérocoques; Listeria; céphalosporines";"Attribuer pénicillinase à S. pyogenes; confondre résistance naturelle et acquise";Non vu
THEME_NOSO_HYGIENE_MAINS_2024_S2;Transversal-Nosocomial;Hygiène des mains et SHA;1;S2;"DL;QCM";92;Ultra prioritaire;Question sur SHA, retrait de gants et environnement proche du patient.;"SHA; BHRe; retrait des gants; table de chevet; environnement patient; friction hydroalcoolique";"Croire lavage savon 30s équivalent SHA; alterner savon et SHA par principe";Non vu
THEME_NOSO_SURVEILLANCE_DO_2024_S2;Transversal-Nosocomial;Surveillance et déclaration obligatoire;1;S2;"DL;QCM";84;Haute;Question sur surveillance des maladies infectieuses bactériennes communautaires en France.;"Surveillance; collecte données; déclaration obligatoire; fort pouvoir transmission; santé publique";"Dire seulement infections à vaccination obligatoire; dire coordination OMS uniquement";Non vu
THEME_BACT_HEMOCULTURES_BACTERIEMIE_2024_S2;Bactériologie;Hémocultures et bactériémie;1;S2;"DL;QRU";90;Ultra prioritaire;Question sur bactériémie : recherche de porte d’entrée.;"Hémocultures; bactériémie; porte d’entrée; antibiothérapie; Escherichia coli";"Attendre deux hémocultures positives à E. coli; traiter par voie orale par principe";Non vu
THEME_NOSO_GRIPPE_MASQUE_2024_S2;Transversal-Nosocomial;Grippe et précautions gouttelettes;1;S2;"DL;QRU";90;Ultra prioritaire;Question sur l’équipement avant d’entrer dans une chambre de patient grippé.;"Grippe; masque chirurgical; précautions gouttelettes; soignant";"Mettre FFP2 au lieu de masque chirurgical; mettre gants systématiquement";Non vu
THEME_BACT_DIARRHEE_DYSENTERIQUE_2024_S2;Bactériologie;Diarrhée glairo-sanglante et Shigella;1;S2;"DL;QRU";88;Très haute;Question sur l’espèce bactérienne responsable de syndrome dysentérique.;"Shigella sonnei; syndrome dysentérique; diarrhée glairo-sanglante; entéropathogène";"Confondre avec choléra/ETEC diarrhée aqueuse; répondre Entamoeba qui n’est pas bactérienne";Non vu
THEME_BACT_RESPIRATOIRE_REEVALUATION_2024_S2;Bactériologie;Infections respiratoires réévaluation antibiothérapie;1;S2;"DL;QRU";86;Très haute;Question sur pneumopathie bactérienne et réévaluation antibiotique à 48-72h.;"Pneumopathie bactérienne; réévaluation; antibiothérapie; 48-72h; Legionella";"Traiter Legionella par bêta-lactamine; dire antigénurie légionelle inutile";Non vu
THEME_BACT_STAPH_SAPROPHYTICUS_2024_S2;Bactériologie;Staphylococcus saprophyticus et cystite;1;S2;"DL;QRU";90;Ultra prioritaire;Question sur l’agent Gram positif le plus fréquent des cystites de la jeune femme.;"Staphylococcus saprophyticus; cystite jeune femme; Gram positif; infection urinaire";"Répondre S. aureus; confondre Schistosoma avec une bactérie";Non vu
THEME_PARA_VIH_OPPORTUNISTES_2024_S2;Parasitologie-Mycologie;VIH avancé et infections fongiques opportunistes;1;S2;"DP;QCM";94;Ultra prioritaire;Début du DP chez un patient VIH CD4 à 50/mm3 : infections opportunistes fongiques à suspecter, notamment cryptococcose, pneumocystose et aspergillose.;"VIH; CD4 50; infection opportuniste; cryptococcose; pneumocystose; aspergillose; toux; fièvre; céphalées";"Évoquer candidose invasive ou mucormycose sans contexte spécifique; oublier les infections opportunistes majeures du VIH avancé";Non vu
THEME_PARA_CRYPTOCOCCOSE_2024_S2_DP;Parasitologie-Mycologie;Cryptococcose neuroméningée chez l’immunodéprimé;3;S2;"DP;QCM;QRU";96;Ultra prioritaire;Le DP teste la cryptococcose : diagnostic sur LCS, caractéristiques de Cryptococcus neoformans et voie de contamination.;"Cryptococcus neoformans; cryptococcose neuroméningée; LCS; encre de Chine; antigène cryptococcique; PCR spécifique; levure; capsule; voie respiratoire";"Utiliser bêta-D-glucane pour cryptococcose; confondre avec champignon dimorphique; croire transmission interhumaine";Non vu
THEME_PARA_PNEUMOCYSTOSE_2024_S2_DP;Parasitologie-Mycologie;Pneumocystose du patient VIH;4;S2;"DP;QCM;QROC;QRU";98;Ultra prioritaire;Cœur du DP : pneumocystose chez patient VIH avec verre dépoli, diagnostic sur LBA par examen direct/PCR et bêta-D-glucanes positifs.;"Pneumocystose; VIH; CD4 bas; verre dépoli; LBA; examen direct; PCR quantitative; bêta-D-glucanes; sérum; plasma";"Confondre avec pneumopathie lobaire, tuberculose cavitaire ou aspergillose; proposer culture ou galactomannane";Non vu
THEME_PARA_BETA_D_GLUCANES_2024_S2;Parasitologie-Mycologie;Bêta-D-glucanes;1;S2;"DP;QCM";92;Ultra prioritaire;Question sur bêta-D-glucanes comme marqueur de paroi fongique, positif notamment pneumocystose et candidose mais pas cryptococcose.;"Bêta-D-glucanes; paroi fongique; pneumocystose; candidose; dosage sérique; plasma";"Croire positif dans cryptococcose; confondre avec galactomannane d’Aspergillus";Non vu
THEME_PARA_CANDIDOSE_OROPHARYNGEE_2024_S2;Parasitologie-Mycologie;Candidose oropharyngée à Candida albicans;4;S2;"DP;QCM;QROC;QRU";96;Ultra prioritaire;Fin du DP sur candidose oropharyngée : agent, morphologie, examens de laboratoire et traitement local.;"Candida albicans; candidose oropharyngée; plaques blanchâtres; brûlures buccales; pseudo-filaments; levures bourgeonnantes; Sabouraud; MALDI-TOF; antifongigramme; amphotéricine B locale; nystatine";"Répondre Candida sans espèce; confondre morphologie avec Cryptococcus/Pneumocystis/Mucorales; traiter par corticoïdes ou cotrimoxazole";Non vu
THEME_BACT_OMA_2024_S2;Bactériologie;Otite moyenne aiguë pneumocoque Haemophilus;4;S2;"DP;QCM;QRU";96;Ultra prioritaire;DP centré sur l’OMA de l’enfant : agents principaux, microbiote nasopharyngé, capsule, vaccins, diagnostic clinique et traitement probabiliste par amoxicilline.;"Otite moyenne aiguë; Streptococcus pneumoniae; Haemophilus influenzae; microbiote nasopharyngé; capsule; méningite; bactériémie; vaccin; diagnostic clinique; amoxicilline";"Chercher une bactérie en routine dans OMA simple; oublier pneumocoque/H. influenzae; traiter d’emblée par ceftriaxone";Non vu
THEME_BACT_HAEMOPHILUS_RESISTANCE_2024_S2;Bactériologie;Haemophilus influenzae résistance et antibiogramme;4;S2;"DP;QRU;QROC";94;Ultra prioritaire;Deuxième partie du DP : échec d’amoxicilline, pus d’oreille positif à H. influenzae, bacille Gram négatif, résistance à l’amoxicilline et mécanisme de résistance.;"Haemophilus influenzae; bacille Gram négatif; amoxicilline résistant; amoxicilline-acide clavulanique sensible; ceftriaxone sensible; pénicillinase; bêta-lactamase; BLSE correction; résistance 10-25%";"Incohérence probable Q7 : correction BLSE mais raisonnement évoque pénicillinase; ne pas confondre H. influenzae avec gonocoque ou pneumocoque";Non vu
THEME_NOSO_HAEMOPHILUS_GOUTTELETTES_2024_S2;Transversal-Nosocomial;Haemophilus influenzae et précautions gouttelettes;1;S2;"DP;QRU";88;Très haute;Question d’hygiène sur l’attitude hospitalière devant H. influenzae résistant à plusieurs classes.;"Haemophilus influenzae; précautions gouttelettes; pénicillinase; hospitalisation; transmission respiratoire";"Ne pas classer comme BHRe; ne pas mettre contact ou air";Non vu
THEME_BACT_ANGINE_STREPTO_A_2024_S2;Bactériologie;Angine enfant et Streptococcus pyogenes;4;S2;"DP;QCM;QRU;QROC";98;Ultra prioritaire;Fin du DP sur angine aiguë : agents fréquents, TROD, traitement par amoxicilline et absence de résistance de S. pyogenes à l’amoxicilline.;"Angine enfant; Streptococcus pyogenes; virus respiratoires; TROD; écouvillonnage amygdales; amoxicilline; résistance 0%; streptocoque A";"Prescrire antibiotiques sur clinique seule; demander ASLO en aigu; croire S. pyogenes résistant à l’amoxicilline";Non vu
THEME_VIRO_GRIPPE_DIAGNOSTIC_2024_S2;Virologie;Grippe saisonnière diagnostic et clinique;4;S2;"DP;QCM;QROC";96;Ultra prioritaire;DP centré sur la grippe : arguments cliniques hivernaux, virus influenza A/B, TROD à domicile et RT-PCR hospitalière sur prélèvement nasopharyngé.;"Grippe; influenza A; influenza B; hiver; fièvre brutale; toux; myalgies; TROD; prélèvement nasopharyngé; RT-PCR";"Confondre Haemophilus influenzae avec virus influenza; répondre sérologie ou PCR urinaire/salivaire";Non vu
THEME_VIRO_TRANSMISSION_RESPIRATOIRE_2024_S2_DP;Virologie;Virus respiratoires et transmission de la grippe;2;S2;"DP;QCM";92;Ultra prioritaire;Questions sur transmission respiratoire : VRS, métapneumovirus, adénovirus et influenza par gouttelettes/objets souillés.;"VRS; métapneumovirus; adénovirus; influenza; gouttelettes; transmission indirecte; contagiosité présymptomatique; objets souillés";"Mettre rotavirus ou VIH comme respiratoires; confondre grippe avec transmission oro-fécale";Non vu
THEME_VIRO_INFLUENZA_PHYSIOPATH_2024_S2;Virologie;Virus influenza génome antigènes et physiopathologie;2;S2;"DP;QCM";94;Ultra prioritaire;Questions sur influenza : glissement antigénique, cassures, ARN segmenté et atteinte de l’épithélium respiratoire.;"Influenza; ARN segmenté; glissement antigénique; épidémies saisonnières; cassure antigénique; pandémie; épithélium respiratoire cilié; mucus bronchique";"Dire que l’homme est seul mammifère sensible; croire virémie fréquente ou multiplication généralisée";Non vu
THEME_VIRO_GRIPPE_SEVERE_2024_S2;Virologie;Grippe sévère facteurs de risque et traitement;2;S2;"DP;QCM;QROC";94;Ultra prioritaire;Le DP teste les facteurs de risque de grippe sévère et l’oseltamivir.;"Immunodépression; obésité; insuffisance cardiaque; diabète; transplanté rénal; oseltamivir; neuraminidase";"Confondre facteur diagnostique et facteur de gravité; confondre oseltamivir avec autres antiviraux";Non vu
THEME_VIRO_VACCINATION_GRIPPE_2024_S2;Virologie;Vaccination antigrippale et grossesse;2;S2;"DP;QCM;QRU";96;Ultra prioritaire;Fin du DP sur vaccination antigrippale : vaccin quadrivalent modifié chaque année, recommandation soignants et vaccination immédiate pendant grossesse.;"Vaccin antigrippal; quadrivalent; 2 souches A; 2 souches B; modification annuelle; personnel soignant; grossesse; vaccination immédiate";"Croire vaccin vivant atténué ou contre-indiqué immunodéprimés; attendre accouchement; demander sérologie antigrippale";Non vu
