id;annee;session;source_pdf;bloc_annale;sous_matiere_app;type;numero_question;theme;sous_theme;question_resume;propositions_resume;reponse;correction_source;explication_courte;piege;priorite_provisoire;statut
QCM_2023_S2_PARA_DP_003;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Parasito-myco;Parasitologie-Mycologie;QCM;3;Paludisme;Généralités Plasmodium;QCM sur les caractéristiques générales du paludisme.;A dû à protozoaire Plasmodium | B potentiellement mortel | C lié au péril fécal | D transmis par moustiques femelles Aedes | E maladie parasitaire endémique;ABE;correction_pdf;Le paludisme est dû à un protozoaire du genre Plasmodium, peut être mortel et correspond à une maladie parasitaire endémique dans certaines zones.;"Ne pas confondre avec péril fécal ; le vecteur classique est l’anophèle, pas Aedes.";Très haute;Non vu
QCM_2023_S2_PARA_DP_004;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Parasito-myco;Parasitologie-Mycologie;QCM;4;Plasmodium;Espèces infectant l’homme;QCM sur les espèces de Plasmodium pouvant infecter l’homme.;A Plasmodium knowlesi | B Plasmodium falciparum | C Plasmodium vivax | D Plasmodium ovale | E Plasmodium malariae;ABCDE;correction_pdf;Les espèces listées peuvent infecter l’homme, y compris P. knowlesi, en plus de P. falciparum, P. vivax, P. ovale et P. malariae.;Ne pas oublier P. knowlesi, parfois piégeux car moins cité que les quatre espèces classiques.;Très haute;Non vu
QCM_2023_S2_PARA_DP_005;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Parasito-myco;Parasitologie-Mycologie;QRU;5;Paludisme;Fièvre retour de zone d’endémie;QRU sur l’examen urgent devant une diarrhée fébrile au retour du Bénin avec mauvaise observance de chimioprophylaxie.;A examen parasitologique urines | B sérologie hépatite A | C examen parasitologique selles | D CRP | E frottis sanguin et goutte épaisse;E;correction_pdf;Toute fièvre au retour d’une zone d’endémie palustre impose de rechercher un paludisme en urgence par frottis sanguin et goutte épaisse.;Ne pas se laisser piéger par la diarrhée : le paludisme doit être éliminé en urgence.;Très haute;Non vu
QCM_2023_S2_PARA_DP_006;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Parasito-myco;Parasitologie-Mycologie;QCM;6;Paludisme grave;Critères cliniques;QCM sur les critères cliniques de gravité du paludisme.;A diarrhées | B lymphangite | C convulsions | D hémorragie | E ictère;CDE;correction_pdf;Les convulsions, hémorragies et ictère font partie des signes cliniques de gravité à rechercher dans un accès palustre.;Ne pas confondre symptômes digestifs fréquents avec critères de gravité.;Très haute;Non vu
QCM_2023_S2_PARA_DP_007;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Parasito-myco;Parasitologie-Mycologie;QCM;7;Paludisme grave;Critères biologiques;QCM sur les critères biologiques de gravité du paludisme.;A hyperlactatémie >5 mmol/L | B hyperéosinophilie >1,5 G/L | C thrombopénie <100 G/L | D PaO2 <60 mmHg | E créatininémie >265 µmol/L;ADE;correction_pdf;Les critères biologiques retenus sont notamment hyperlactatémie, hypoxémie et créatininémie élevée.;Ne pas retenir l’hyperéosinophilie comme critère de gravité du paludisme.;Très haute;Non vu
QCM_2023_S2_PARA_DP_008;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Parasito-myco;Parasitologie-Mycologie;QCM;8;Paludisme simple;Traitements possibles;QCM sur les traitements possibles d’un accès palustre sans signe de gravité.;A quinine parentérale si vomissements | B chloroquine prise unique | C méfloquine 3 jours | D arténimol-pipéraquine à jeun | E artéméther-luméfantrine avec aliment riche en lipides;ADE;correction_pdf;En accès sans gravité, la correction retient quinine parentérale si vomissements, arténimol-pipéraquine et artéméther-luméfantrine selon modalités de prise.;"Ne pas proposer chloroquine en prise unique ; attention aux modalités de prise à jeun ou avec lipides selon molécule.";Très haute;Non vu
QCM_2023_S2_PARA_DP_009;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Parasito-myco;Parasitologie-Mycologie;QRU;9;Paludisme grave;Traitement par artésunate IV;QRU sur le traitement de l’accès palustre grave.;A artésunate IV | B ivermectine PO | C métronidazole IV | D amphotéricine B IV | E praziquantel PO;A;correction_pdf;En cas de paludisme grave, le traitement repose sur l’artésunate IV.;Ne pas confondre avec traitements antiparasitaires d’helminthoses ou antifongiques.;Très haute;Non vu
QCM_2023_S2_PARA_DP_010;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Parasito-myco;Parasitologie-Mycologie;QRU;10;Prévention paludisme;Nouveau séjour après accès palustre;QRU sur la chimioprophylaxie à proposer avant un nouveau séjour au Bénin après un accès palustre récent.;A vaccination P. falciparum | B aucune prophylaxie car immunisé | C même chimioprophylaxie en insistant observance | D prophylaxie secondaire par ACT | E prophylaxie différente car échec thérapeutique;C;correction_pdf;La correction retient la même chimioprophylaxie que précédemment, en insistant sur l’observance, car l’épisode est lié à une mauvaise observance et non à un échec documenté.;Ne pas croire qu’un accès palustre immunise durablement ou impose automatiquement de changer de prophylaxie.;Très haute;Non vu
QCM_2023_S2_PARA_DP_011;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Parasito-myco;Parasitologie-Mycologie;QCM;11;Amibiase hépatique;Diagnostic;QCM sur les examens permettant de poser le diagnostic d’abcès amibien du foie.;A échographie hépatique | B examen parasitologique urines | C frottis sanguin | D sérologie amibienne | E recherche ADN amibien dans liquide de ponction abcès;ADE;correction_pdf;Le diagnostic d’amibiase hépatique repose sur l’imagerie hépatique, la sérologie amibienne et éventuellement la recherche d’ADN amibien dans le liquide de ponction.;Ne pas utiliser frottis sanguin ou examen parasitologique des urines.;Très haute;Non vu
QCM_2023_S2_PARA_DP_012;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Parasito-myco;Parasitologie-Mycologie;QROC;12;Amibiase hépatique;Agent étiologique;QROC sur le parasite responsable de l’amibiase hépatique.;Réponse ouverte : genre et espèce;Entamoeba histolytica;correction_pdf;L’amibiase hépatique est due à Entamoeba histolytica.;Ne pas confondre avec Entamoeba dispar, non pathogène.;Très haute;Non vu
QCM_2023_S2_PARA_DP_013;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Parasito-myco;Parasitologie-Mycologie;QROC;13;Amibiase hépatique;Traitement;QROC sur le médicament utilisé dans le traitement de l’amibiase hépatique.;Réponse ouverte : médicament attendu;métronidazole / Flagyl / nitro-imidazolés;correction_pdf;Le traitement attendu de l’amibiase hépatique est le métronidazole, ou plus largement un nitro-imidazolé.;Ne pas confondre avec traitements du paludisme ou des helminthoses.;Très haute;Non vu
QCM_2023_S2_PARA_DP_014;2022-2023;S2;infectio 22-23 ses 2.pdf;DP Parasito-myco;Parasitologie-Mycologie;QRU;14;Entamoeba histolytica;Transmission féco-orale;QRU sur la transmission d’Entamoeba histolytica.;A ingestion aliments/eau souillés | B arthropode piqueur | C marche sols boueux humides | D eau douce infestée | E animaux errants;A;correction_pdf;Entamoeba histolytica se transmet par ingestion d’eau ou d’aliments souillés, selon le péril fécal.;Ne pas confondre amibiase avec transmission vectorielle, transcutanée ou bilharziose.;Très haute;Non vu
QCM_2023_S2_BACT_DL2_001;2022-2023;S2;infectio 22-23 ses 2.pdf;DL2 Bactériologie;Bactériologie;QCM;1;Neisseria meningitidis;Méningocoque déclaration prophylaxie vaccin;QCM sur Neisseria meningitidis : déclaration obligatoire, prophylaxie des contacts, aspect au Gram, vaccins et antigènes solubles.;A méningites à méningocoques à déclaration obligatoire | B rifampicine recommandée sujets contacts | C diplocoque grain de café Gram négatif | D vaccin anti-méningocoques A C Y W | E antigènes solubles LCR très bonne sensibilité;ACDE avec B entre parenthèses;correction_pdf;La correction indique A(B)CDE : méningocoque = déclaration obligatoire, diplocoque Gram négatif, vaccins disponibles A/C/Y/W et item B à retenir avec prudence selon formulation sur sujets contacts.;"La prophylaxie des contacts existe, mais bien vérifier les indications exactes selon contexte ; l’item E est retenu par correction malgré les limites de sensibilité possibles.";Très haute;Non vu
QCM_2023_S2_BACT_DL2_002;2022-2023;S2;infectio 22-23 ses 2.pdf;DL2 Bactériologie;Bactériologie;QCM;2;Otite moyenne aiguë;Pneumocoque Haemophilus;QCM sur les deux bactéries les plus fréquemment responsables d’otite moyenne aiguë.;A Escherichia coli | B Streptococcus pneumoniae | C Haemophilus influenzae | D Staphylococcus aureus | E Klebsiella pneumoniae;BC;correction_pdf;Les deux bactéries classiques de l’otite moyenne aiguë sont Streptococcus pneumoniae et Haemophilus influenzae.;Ne pas confondre OMA avec infection urinaire ou pneumopathie à S. aureus/Klebsiella.;Très haute;Non vu
QCM_2023_S2_BACT_DL2_003;2022-2023;S2;infectio 22-23 ses 2.pdf;DL2 Bactériologie;Bactériologie;QCM;3;Bandelette urinaire;Nitrites leucocyte estérase;QCM sur la bandelette urinaire dans le diagnostic d’infections urinaires.;A bonne valeur prédictive positive | B recherche nitrites produits par nitrate réductase | C mauvaise valeur prédictive négative | D met en évidence leucocyte estérase | E met en évidence antigènes bactériens;BD;correction_pdf;La bandelette urinaire recherche notamment les nitrites et la leucocyte estérase.;Ne pas dire qu’elle détecte des antigènes bactériens.;Très haute;Non vu
QCM_2023_S2_BACT_DL2_004;2022-2023;S2;infectio 22-23 ses 2.pdf;DL2 Bactériologie;Bactériologie;QCM;4;Bactéries;Chromosome peptidoglycane PLP procaryotes;QCM général sur les bactéries : chromosome, peptidoglycane, PLP et procaryotes.;A chromosome unique et circulaire | B peptidoglycane = antigène O | C peptidoglycane présent chez toutes les bactéries | D PLP impliquées synthèse peptidoglycane | E cellules procaryotes;ADE;correction_pdf;"Les bactéries sont des procaryotes ; leur chromosome est classiquement unique et circulaire, et les PLP participent à la synthèse du peptidoglycane.";L’antigène O correspond au LPS des Gram négatifs, pas au peptidoglycane.;Haute;Non vu
QCM_2023_S2_BACT_DL2_005;2022-2023;S2;infectio 22-23 ses 2.pdf;DL2 Bactériologie;Bactériologie;QCM;5;Staphylocoques coagulase négative;Microbiote matériel et S. saprophyticus;QCM sur les staphylocoques à coagulase négative.;A Staphylococcus saprophyticus responsable infections urinaires communautaires | B infections sur matériel cathéter prothèse | C distinguables de S. aureus à l’examen direct | D présents dans microbiote cutané | E responsables pneumopathies aiguës communautaires;ABD;correction_pdf;Les staphylocoques à coagulase négative sont présents dans le microbiote cutané, responsables d’infections sur matériel, et S. saprophyticus peut causer des infections urinaires communautaires.;On ne distingue pas S. aureus d’un SCN au simple examen direct : il faut identification/culture.;Très haute;Non vu
QCM_2023_S2_BACT_DL2_006;2022-2023;S2;infectio 22-23 ses 2.pdf;DL2 Bactériologie;Bactériologie;QCM;6;Méningites bactériennes;Sensibilité amoxicilline;QCM sur les espèces responsables de méningites toujours sensibles à l’amoxicilline selon la correction.;A Escherichia coli | B Streptococcus pneumoniae | C Listeria monocytogenes | D Neisseria meningitidis | E Streptococcus agalactiae;CE;correction_pdf;La correction retient Listeria monocytogenes et Streptococcus agalactiae comme espèces sensibles à l’amoxicilline.;Ne pas retenir pneumocoque ou méningocoque comme toujours sensibles : des résistances/sensibilités diminuées existent.;Très haute;Non vu
QCM_2023_S2_BACT_DL2_007;2022-2023;S2;infectio 22-23 ses 2.pdf;DL2 Bactériologie;Bactériologie;QCM;7;Coproculture standard;Bactéries recherchées systématiquement;QCM sur les groupes bactériens systématiquement recherchés par la coproculture standard sans demande spécifique.;A Campylobacter sp | B Salmonella sp | C Staphylococcus aureus | D E. coli producteur de Shiga toxine | E Clostridium difficile;AB;correction_pdf;La coproculture standard recherche notamment Campylobacter et Salmonella selon la correction de ce sujet.;Ne pas croire que C. difficile ou STEC sont systématiquement recherchés sans demande spécifique.;Haute;Non vu
QCM_2023_S2_BACT_DL2_008;2022-2023;S2;infectio 22-23 ses 2.pdf;DL2 Bactériologie;Bactériologie;QCM;8;Pneumonie à pneumocoque;Diagnostic biologique;QCM sur les examens biologiques utiles au diagnostic d’une pneumopathie à pneumocoque.;A hémocultures | B antigénurie pneumocoque | C Western blot | D prélèvements pulmonaires à la recherche de pneumocoque | E sérologie;AB avec D entre parenthèses;correction_pdf;"La correction indique AB(D) : hémocultures et antigénurie pneumocoque sont retenues ; les prélèvements respiratoires peuvent être discutés selon contexte.";Ne pas utiliser Western blot ou sérologie pour pneumonie à pneumocoque.;Très haute;Non vu
QCM_2023_S2_BACT_DL2_009;2022-2023;S2;infectio 22-23 ses 2.pdf;DL2 Bactériologie;Bactériologie;QCM;9;Entérobactéries BLSE;Acide clavulanique BMR C3G;QCM sur les entérobactéries productrices de bêta-lactamase à spectre étendu.;A BLSE inhibées par acide clavulanique | B résistantes aux carbapénèmes | C pas de précautions particulières isolement | D souvent multirésistantes BMR | E enzymes hydrolysant C3G;ADE;correction_pdf;Les BLSE sont inhibées par l’acide clavulanique, hydrolysent les C3G et les souches sont souvent multirésistantes.;Ne pas confondre BLSE avec carbapénémase : les BLSE ne sont pas par définition résistantes aux carbapénèmes.;Très haute;Non vu
QCM_2023_S2_BACT_DL2_010;2022-2023;S2;infectio 22-23 ses 2.pdf;DL2 Bactériologie;Transversal-Nosocomial;QCM;10;Gants usage unique;Précautions standard contact;QCM sur les indications du port de gants à usage unique.;A dès entrée chambre varicelle | B contact avec plaie | C contact avec muqueuse | D dès entrée chambre infection digestive à C. difficile | E dès entrée chambre suspicion gale;BCDE;correction_pdf;Les gants sont indiqués pour contact avec plaie ou muqueuse, et dans des contextes de précautions contact comme C. difficile ou gale selon la correction.;"Ne pas porter des gants dès l’entrée pour toutes les infections respiratoires ; l’indication dépend du risque de contact/exposition.";Très haute;Non vu
QCM_2023_S2_BACT_DL2_011;2022-2023;S2;infectio 22-23 ses 2.pdf;DL2 Bactériologie;Bactériologie;QCM;11;Chlamydia trachomatis;Urétrite intracellulaire;QCM sur Chlamydia trachomatis.;A responsable urétrite chez homme | B cocci Gram positif en amas | C pathogène intracellulaire strict | D naturellement sensible pénicilline G | E cultive sur milieu enrichi;AC;correction_pdf;Chlamydia trachomatis est responsable d’urétrite et est un pathogène intracellulaire strict.;Ne pas la décrire comme cocci Gram positif ni comme cultivable sur milieu bactérien enrichi classique.;Très haute;Non vu
QCM_2023_S2_BACT_DL2_012;2022-2023;S2;infectio 22-23 ses 2.pdf;DL2 Bactériologie;Transversal-Nosocomial;QCM;12;FFP2;Air rougeole tuberculose geste aérosolisant;QCM sur les circonstances où le port d’un appareil de protection respiratoire FFP2 est recommandé.;A patient suspect de rougeole | B chambre tuberculose pulmonaire | C pneumopathie grippale | D chambre coqueluche | E geste aérosolisant COVID-19;ABE;correction_pdf;Le FFP2 est recommandé pour les précautions Air comme rougeole et tuberculose, et lors de gestes aérosolisants chez un patient COVID-19.;Ne pas confondre précautions Air/FFP2 avec gouttelettes/masque chirurgical pour grippe ou coqueluche.;Très haute;Non vu
